119,王国的童话,萝莉好评 话说那不是萝莉吧？
87,小似有点萌,又被弄上来了＠(￣-￣)＠
86,领导专用司机,小柠这样的就应该被这大叔做掉。
85,drugs冻爪,第二次在首页见它了我是一个人吗(๑• . •๑)
84,Archeronin,卧槽哈哈哈这种神预言对不起我一定要赞 妹子一定是看透了hhh
83,Archeronin,回复 @carr3:你看个喜剧电影还要反省杀人的意义你活得一定很累吧摸摸头(｀・ω・´)
82,Archeronin,结尾略啼笑皆非
81,善导课驻Bilibili专员,天佑美利坚哈 之前看了蛮喜欢的
80,搓逼少男,喜欢女主，死了不开心
79,扣鸡少年小C,我看的流泪了 告诉我不是一个人
78,萝莉控の同盟,看过+++++++++++++1
77,液猫子,虽然我这智商没看懂到底讲了什么   反正看着挺爽的( ´_ゝ｀)
76,鲁路修·Vi·布里塔尼亞,来听歌_(:3」∠)_
75,瞎喵,之前名字是，天佑美利坚
74,TerranChengZi,很棒的电影，以前看过…
73,zhto,看电影不要看影评
72,芒果阿三酱,很好看
71,血雾弦月,挺好的~
70,血之哀ywxz,还是天佑美利坚比较好听
69,提莫小小队长,很好看的一部电影，至少我很喜欢
68,似水流鱼,标准结局。。萝莉好帅！
67,瞎瞎瞎瞎子,神预言威武
66,玥玥玥玥玥琉璃,最喜欢的电影
65,娃娃哇啊哇,(=・ω・=)好！！！！！！
64,孤独の観測者,唉……这是导演将反思寄托在frank身上，通过电影的形式表现出来，你说的很对啊，可惜，不是人人都有这么深的眼光
63,灵性的洁白,感谢up主上传
62,AC刺蝶,挺赞的，初看荒唐，再看无奈。
61,自然High,好看 萝莉更好看
60,skywalkerluke,看完了刷新页面硬币多了10（包括我的一枚）(￣3￣)
59,不明真相的妈妈船,版权哪来呀，也不考虑一下up
58,不好意思我只是个宅男,都瞎逼逼啥，听我的，看着不会无聊！
57,o0T0o,什么样的人说什么样的话_(:3」∠)_
56,TCP小晨,(^・ω・^ )
55,几把长在屁股上,太6
54,一李桑,回复 @一李桑 :　　　最后觉得比较有趣的一点，他们杀节目主持后边走边说的。萝莉问Frank到底赞同他什么政治观点，Frank说“枪支管辖”。（关于“枪支管辖”的问题，有朋友指出我错了应该是“less gun control”，但无论它是“枪支管辖”还是“更少枪支管辖”，并不影响我下面提出的疑问和论点。我所指的是美国“枪支管辖”这个事本身而不是frank的观点。我已经写得这么啰嗦了竟然还是有人不明白我在说什么……）然后到片尾用了一段不短的篇幅去描述他从枪贩子处买枪，再用枪进行最后裁决。在美国每个人都有配枪自由，但同时也为社会带来很多罪恶和不安，为公民生命财产带来危害，这是不是也是“自由”过度了的一种表现呢？Frank的最后审判，是不是有点以其人之道还至其身的感觉呢？ 
　　　　啰嗦了一大堆。总括来说，这是美国人自身对社会进行反省与审判。

53,一李桑,　　　好，再看看他所身处的现今的美国社会——制造噪音并且永远不把车停好邻居、一言不合就对父母大声辱骂的真人明星、为吸引收视煽动仇恨和矛盾的节目主持、用有血的卫生棉丢向别人的真人秀明星、哗众取宠推崇***的选秀节目、电影院大声喧哗的人、一个人停两车位的人……这些人的行为背后都有一句潜台词：“Why not？”为什么不行呢？凭什么去指责他们错了，然后他们就不能继续做呢？法律赋予他们自由的公民权，美国精神赋予他们自由的精神。于是他们的言论、行为无不符合“自由”的定义。 
　  　Why？老好人Frank为什么用枪轰他们脑袋？ 仅仅是因为看他们不顺眼？ 
　　　　就好像你拼死拼活存钱买了只ipad你儿子毫不珍惜还拿它来拍苍蝇一样。在Frank的成长岁月里，美国人为争取民主、平等、自由付出很多代价和心血，这才得到今日的境况。但与此同时，人们对自由的滥用超过甚至脱离了原本的“自由”的初衷，这种自由已经演变为“粗俗”“肤浅”及“自私自利”的藉口。从杀第一个人开始，Frank从来没说过“你是错的”“我要杀错误的人”。他只问“为什么你要如此粗鲁？”“我只杀该杀的人。”在他的天平中，滥用自由的人是对美国精神的亵渎，是对美国人过去努力的亵渎。当他拿着AK47跑到选秀节目现场，对着摄像机说他无法接受一群人取笑一个弱势的人并使他自杀，我想他是有维护公正的想法的。但当死胖子戳穿真相之后，他扣动扳机之前，他绝望了。对这个社会，对自由，对美国，发自内心的深深绝望。于是子弹横飞血溅当场，一老一少双双倒地。这是老好人Frank对这个社会以及自身的最后裁决。然后黑屏，God bless America字样出现，我激动得几乎喷鼻血。 
　　　　如果说Frank是在这个病态社会中深受其害的一员，萝莉代表的则是美国新生代中，受浮躁社会影响尚算不大的一群。萝莉三番两次地感谢Frank让她加入进来，对Frank撒谎她来自一个破碎家庭，因为她觉得如果让Frank知道她来自普通家庭他就不会带她走了。萝莉其实随时可以全身而退过正常生活，但最后她还是选择和Frank一齐，看时很唏嘘，花样年华就此陨落是值得还是不值得？大胆推断一下的话，我觉得导演是要发问，这个浮躁社会虽然不是凭借任何一个人的力量就能拨乱反正，但是不是没有受到其坏影响的人就可以置身事外呢？面对这个问题，你的选择又是如何？ 
52,一李桑,感觉说的很在理，转自豆瓣：本不想写的，在豆瓣里逛了一圈，看了几篇把这片子称作“大叔作为道德制高点并将观点强加于人”、“颓丧中年大叔杀掉耍嘴皮子的人”之类的影评，心里觉得好气馁。（看了下面一些回复，补充一点关于“道德制高点”的废话：这是一部黑色片，黑色片最大的問題就是“故事中的正義被伸張了嗎？” 大叔堅持的正義如果在片中能被伸張，如果导演是肯定了他的正义，他結尾就不能死。可是影片从他头到尾有给与这种確定吗？它而更倾向于提出一个问题：大叔所持的是不是就是一種絕對的正義？他所選擇的審判自由主義的路，其實是不是也只是自由主義过度的一種必然呢？） 	
　　　　个人认为《上帝保佑美国》无论从商业还是文艺角度来看，这部片子都具备了优秀影片的特质。 
　　　　商业角度就省略了二万八千字了：血腥萝莉+杀手大叔、暴力、黑色幽默、明快的剪接、绝妙的配乐！ 
　　　　而文艺角度，又看到有一篇影评抨击这片子超现实，说现实中正常人不会看别人不顺眼就拿枪轰别人脑袋。我想说……现实中有ET治愈过正太的手指吗？现实中有个叫班杰明的人倒着岁数活吗？现实中穿PRADA的一定是恶魔吗？现实中有过一个叫阿甘的傻瓜和中国乒乓球代表队交过手吗？……对，电影反映现实，但电影更多是依赖一种说故事的技巧去告诉我们一个观点，或是提出一个问题。用“超现实”作为贬义词来评论电影的人，不好意思，我鄙视他的智商。 
　　　　这个电影正正是在讲美国社会中最现实的事情— —对自由精神的滥用，间接导致社会的浮躁和粗鲁。 
　　　　我们要先明白大叔Frank是一个怎样的人。 
　　　　 当Frank得知自己有脑瘤之后想自杀，他从盒子里拿出枪的时候，镜头出现过一个狗牌，表明他是一个退役军人。片中的Frank大约四五十岁（新闻播报他是一个六十岁老头时他露出难以置信的神色），那么他当军人应该是至少二三十年前的事情，顺推回去，即是他大约成长在六七十年代、八十年代初参军（大致的推理）。 
　　　　那么六七十年代的美国到底发生过什么事呢？从六十年代开始：民权运动、肯尼迪废除种族歧视的政策、越战、由黑人扩散到其他少数种族团体的例如美国印第安人墨西哥人和其他组织争取平等地位……这些毫无例外都是美国人争取自由平等发起的运动。 
　　　　而那个狗牌所象征的意义，有什么能比一个美国军人更能显示出“为自由而战”这种美国精神的象征意义？ 
51,一李桑,这样的妹子请给我一打
50,下载控,直传的吗，，1.23G。。
49,宇智波呆兔,同求，这几天刚好玩swb，各种要补
48,DARKMASS,神预言 看的时候我脑子里一直想着这评论
47,幻想背负者,这烂人也敢说话
46,睡个回笼觉,av2071367
45,地球派来的,你看看天注定就知道了里边王宝强饰演的人也杀人但是为了生存，这片里明显不是
44,你女朋友漏气辣,我是30楼(｡•́__ก̀｡)
43,你女朋友漏气辣,我是30楼(๑•ั็ω•็ั๑)
42,地球派来的,你那只眼看见过度自由了
41,你女朋友漏气辣,我是30楼
40,哥德式萝莉,嘤嘤狂吠
39,云阁樊,勤劳高产！
38,阿狸木有裤裤,楼上认真回复的我觉得这种无脑层主会无视，所以碰到这种瞎了的，你们选择无视或者喷回去就行
37,阿狸木有裤裤,不不不，这是神预言(ಥ_ಥ)
36,ー之濑琴美,冰火大大真是高产啊！
35,这和你没关系,已经举报了
34,Naturaland,不错影片。人性过度自由下的道德缺失 带来各种社会丑恶现象，其实这不只老美才有的，对当下的大家都很有反省的意义。影片的BGM也很好听。
33,高高山上一头猪,这片其实还可以。
32,TahoP,777777
31,士官长一117,这片 凭心说可不烂 必这个杀手不太冷还易懂些
30,Asasuka,我是30散失
29,社会癫子,我是7楼
28,fgkgf,好片，这种萝莉给我来一打
27,Ceci33,这以前就有up投过呀
26,告诫自己要有包容的心,回复 @格温女孩:还可以吧，色调，剧情都挺好的
25,浅水游,萝莉控的胜利✌
24,芒果阿三酱,异形 铁血战士都有了 为什么不投星球大战！求星球大战啊！
23,videbouteille,sb
22,蜡笔小航,回复 @蜡笔小航:啊不，是6楼
21,蜡笔小航,自己看5楼2333
20,赛艇队长,这片还不错啊，说烂的都去看你的国产片去吧
19,兜帽女孩,瞎了，这烂片也投
18,水漫四野,前，排=。=
17,水漫四野,***
16,叽里呱啦啊哦俄,13
15,ryougi4,这评论我也是醉了，才5个弹幕而已，更可笑的事这种评论还有两个赞
14,梨花飘落,前二十。。
13,PayKIFun,看过   6的不行
12,碧波菌,你是九楼啊...弹幕都不够十个，哪有人撕逼了
11,壬臣,10.楼 。
10,兴登堡公爵,标题很明显“喜剧”你们就别撕逼了行不行？
9,庄里西南某高校,记得直播。
8,雷锋临死前,其实主角不是在伸张正义，更多的是在发泄心里的不爽吧。缩头乌龟当了这么多年，难得有种一次。
7,中二DP,(☆_☆)
5,Black巧克力君,于是码一下。周末来看ww
4,霉女不要跑吖,(ง •_•)ง

3,路边一只虎,已经看过了，很不错的电影。
2,2529123070,2
1,能用啥名啊,第一
